Textbook,Page No.,text,link
Aerosols_and_Climate.pdf,384,"9.1 Measurement principles and instruments
9.1.2.4 Particle size classifiers
Differential mobility analyzers (DMAs) can measure a complete particle size distribution by sizeselecting particles prior to counting. DMAs can size particles up to around 1 μm diameter, depending
on the design. Particles are charged using a bipolar ion field and then electrostatically drifted through a
laminar, particle-free sheath flow between two electrodes (Knutson and Whitby, 1975; Winklmayr
et al., 1991). The electrodes are normally in a coaxial cylindrical configuration, although others exist
such as radial or parallel plate (e.g., Amanatidis et al., 2020). Particles of a certain electrical mobility
diameter (Section 9.1.1.2), determined by the sheath flow rate and applied voltage, are extracted
through a slit in the opposing electrode and this monodisperse aerosol (containing particles of only
one size, as opposed to polydisperse) is then passed to another instrument for counting (Fig. 9.2).
Mobility Particle Size Spectrometers (MPSS) normally use a combination of a DMA and CPC,
although instruments with electrometer-based detectors also exist (Section 9.1.4). Common names include the Scanning Mobility Particle Sizer (SMPS), Differential Mobility Particle Sizer (DMPS) or
Scanning Electrical Mobility Spectrometer (SEMS). By using a fixed flow configuration and stepping
or scanning the DMA voltage, these generate a size distribution as a function of mobility diameter
(Flagan, 1998; Wiedensohler et al., 2012). Corrections must also be applied to account for the sizedependent bipolar charge distribution (ISO 15900) (Liu and Pui, 1974; Wiedensohler, 1988). If properly maintained and calibrated, these are generally regarded as highly accurate in terms of total number
and size, given that mobility diameter is equivalent to geometric diameter for spherical particles
(Section 9.1.1.2). A given unit will be able to cover a size range set by the size of the DMA and
the internal air flow rates, typically spanning a little over an order of magnitude in diameter space.
To cover a more extensive size range (e.g., 3 nm to 1 μm), it is common to run two systems in parallel
with different DMA lengths.
The sizing accuracy of most differential spectrometers should be better than 3% and around 5% or
better for number, reflective of the CPC used to detect the particles (Wiedensohler et al., 2018), but
additional uncertainties have been reported for particles smaller than 100 nm (Lepp€a et al., 2017;
Liu and Deshler, 2003). The number concentration precision is also intrinsically worse than for standalone CPCs, as fewer particles are being detected at any one time. The time resolution is limited by the
time taken to perform a scan, which is typically between 10 s and 10 min. While faster scan times are
often desirable, these reduces the accuracy of sizing (Mai et al., 2018).
Centrifugal classifiers such as the Aerosol Particle Mass analyzer (APM), Centrifugal Particle
Mass Analyzer (CPMA) and Aerodynamic Aerosol Classifier (AAC) allow particles to be studied
as a function of aerodynamic diameter or particle mass as opposed to mobility diameter (Broda
et al., 2018; Ehara et al., 1996; Tavakoli et al., 2014). While these have been applied to atmospheric
aerosol, their large moving parts mean they are not suited for routine monitoring.
9.1.3 Measuring chemical composition
In order to better understand the sources of particles in the atmosphere and their potential effects and
better inform and constrain climate models, it is necessary to measure the particle composition in addition to the mass concentration, number concentration, and size distribution. Methods of composition
measurement can be grouped into three general categories: offline, semicontinuous, and online. ""Offline analysis"" generally employs the same sampling systems used for gravimetric analysis such as filters or cascade impactors (Section 9.1.2.1), but the particulate matter collected can be subjected to",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,385,"Schematic for the recommended Mobility Particle Size Spectrometer (MPSS) design according to the EUSAAR specification for size distribution
measurements.
Reproduced from Wiedensohler et al. (2012).",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,386,"9.1 Measurement principles and instruments
additional chemical analysis. ""Semicontinuous analysis"" employs the same principles as offline, except
an automated system analyzes the material collected in situ after a period of sample collection. The
advantage of this approach is that it increases the frequency of sample collection (typically hourly instead of daily) and eliminates problems associated with sample handling. However, this makes operation more complex and potentially less reliable. ""Online analysis"" eliminates the sample collection
phase entirely, performing direct chemical analysis in real time; however this is limited to certain analytical techniques such as mass spectrometry.
A wide variety of methods are available that are suited to different aspects of the composition with
the amounts of particulate matter needed to be collected ranging from micrograms to milligrams per
sample. The larger amounts can be obtained by sampling onto a filter for longer; however there are also
high-volume samplers that sample at a higher flow rate to increase the sample mass for a given sampling period. Common examples of automated filter samplers include the Partisol 2025i, which samples through 47 mm filters at up to 1.2 m3 h1 (a ""low-volume"" sampler), and the Digitel DHA-80,
which samples through 150 mm filters at up to 60 m3 h1 (a ""high-volume"" sampler).
The following are various techniques of composition measurement grouped according to the atmospheric particle types of interest, followed by a section on aerosol mass spectrometry, which is a more
general-purpose online technique. For further reviews of the specific methods, the reader is directed to
Laj et al. (2009), Chow and Watson (2013) and Johnston and Kerecman (2019).
9.1.3.1 Soluble ions
Several methods are available for offline analysis of the soluble inorganic fraction of aerosol particles,
originating from sea spray and the formation of secondary inorganic matter such as sulfates and nitrates. Filter or impactor samples (most typically taken from daily samples) can be extracted into deionized water (using sonication) and then analyzed using standard techniques such as ion
chromatography (IC) or UV–vis spectroscopy. This will deliver quantitative mass concentrations of
soluble inorganic ions present in the samples (sulfate, sodium, chloride, nitrate, ammonium, etc.) with
some small organic molecules (e.g., oxylate, methane sulfonate). This very common technique tends to
underestimate semivolatile components such as ammonium nitrate (Hering and Cass, 1999).
Direct sampling of aerosol into solution using steam-based systems avoids the potential for contamination or the evaporation of semivolatiles during sampling or handling of filters (Khlystov et al., 1995;
Weber et al., 2001). Examples include the Particle Into Liquid Sampler (PILS) and Steam Jet Aerosol
Collector (SJAC), which are used as collection devices in semicontinuous IC instruments such as the
Monitor for Aerosols and Gases in ambient Air (MARGA) or Ambient Ion Monitor (AIM) (Chen et al.,
2017). These report concentration data with a time resolution of hours, and some can report data on
gases and particles in tandem, but size-resolved measurements are not possible. Online and sizeresolved analysis is possible using aerosol mass spectrometers, although quantitative analysis is limited
to the non-refractory ions, so measuring sea salt is difficult (Section 9.1.3.5).
9.1.3.2 Mineral dust
Atmospheric mineral dust is difficult to quantify through chemical analysis because most components
of dust are not water-soluble. A common technique is the acid digestion of filter or impactor samples
followed by inductively coupled plasma analysis coupled with mass spectrometry or atomic (optical)
emission spectroscopy as the detector (ICP-MS, ICP-AES). This can deliver concentrations of metals
(e.g., iron, aluminum, potassium, etc.) which can be related to the mass concentration of dust if the",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,387,"Chapter 9 Measurements of ambient aerosol properties
mineralogy is known (Formenti et al., 2011). Metals can also be analyzed using various forms of spectroscopy such as X-ray fluorescence (XRF). Detection limits can be enhanced by using a high-intensity
source during offline analysis, such as a synchrotron (Bukowiecki et al., 2005) and semicontinuous
analysis is also possible (Tremper et al., 2018), which can deliver data on an hourly basis. Online analysis is possible with single particle aerosol mass spectrometry, although this is not quantitative for mass
Another common method for offline mineral dust analysis is subjecting samples to various forms of
electron microscopy, which is more feasible for dust particles than others because of their size and
robustness. This allows the morphology to be directly inspected and various spectroscopy techniques
can be employed to study the particle composition (Ault and Axson, 2017).
9.1.3.3 Carbonaceous components
Much of the atmosphere’s particulate matter is composed of carbonaceous material, which can be
broadly categorized as refractory soot, organic matter, and carbonates. While carbonate (originating
from mineral dust and sea spray) has a defined chemical form, definitions of the other fractions vary
and are largely operationally defined by a given measurement technique. There are various terms such
as ""elemental carbon,"" ""black carbon,"" and ""graphitic carbon"" that are often used to describe the refractory carbonaceous matter arising from combustion (i.e., the material that is not decomposed by
heat), however each definition has its own technical nuance, and they are not synonymous. For an authoritative discussion on the different definitions, the reader is directed to Petzold et al. (2013).
The total amount of carbon in a sample can be determined using thermal-optical analysis (Birch
and Cary, 1996; Cavalli et al., 2010). In this technique a sample is heated in an inert atmosphere to
measure the organic carbon (OC) and then again in an oxidizing atmosphere to quantify the elemental
carbon (EC). The mass of other elements in the organic molecules (in particular, oxygen, and hydrogen) is not measured so is not a strict mass measurement. The dividing line in the analysis between
organic and elemental carbon, known as the split point, is critical for quantification. Various protocols
exist for this analysis, the most common being IMPROVE, NIOSH, and EUSAAR-2 (Cavalli et al.,
2010). Samples are typically collected daily, but a semicontinuous version (Bauer et al., 2009) can
deliver data at a time resolution of hours. Much of the inaccuracy of the EC and OC data products stems
from ambiguities in the split point, particularly when the organic matter is involatile, as with biomass
burning. Semivolatiles may also cause both positive and negative artifacts (Schauer et al., 2003). Given
these effects are environment-specific, they are hard to generalize in the form of a single accuracy
statistic.
The organic fraction (defined as the fraction consisting of compounds containing carbonhydrogen bonds) can be analyzed in more detail through analysis of the molecular composition. This
can be done using a wide range of established laboratory techniques such as gas chromatography, liquid
chromatography, and mass spectrometry (Johnston and Kerecman, 2019; Nozière et al., 2015). There
are many challenges with this analysis, including difficulties in extracting certain species (in particular
oligomers), the lack of standards for unconventional molecules, and the sheer diversity of molecular
structures. Nevertheless, many hundreds of thousands of individual species can be observed in atmospheric particles. Spectroscopic analysis of bulk functionality is also possible (Decesari et al., 2000;
Russell et al., 2009). It is not generally possible to quantitatively account for all of the organic matter
present in the atmosphere on a molecular level, although recent advances in analytical techniques have
improved this substantially in recent decades (Heald and Kroll, 2020).",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,388,"9.1 Measurement principles and instruments
The amount of soot present on a filter sample is manifested in its darkness and this can be quantified in terms of the light reflection or transmission of a filter, which can in turn be used to infer ""equivalent black carbon"" or eBC. This technique formed the basis of metrics such as “black smoke” and
“coefficient of haze” used for urban air quality monitoring from the 1950s onwards (Quincey et al.,
2011; Wolff et al., 1983). Most modern measurements of this type perform analysis online by measuring light transmission through a filter as it collects a sample (Hansen et al., 1984; M€uller et al., 2011).
Examples include the Aethalometer, Multi Angle Absorption Photometer (MAAP), Particle Soot Absorption Photometer (PSAP), and Tricolor Absorption Photometer (TAP). The Aethalometer and
MAAP use a reel-to-reel filter tape, which can be automatically advanced as a given section saturates,
making them suited for long-term automated monitoring. These instruments typically report with a
time resolution of around 5 min, with a lower detection limit of around 0.1 μg m3 eBC. The quantification of eBC is dependent on calibration factors and can be subject to several artifacts associated
with complexities of measuring light-absorbing particles on a filter (Collaud Coen et al., 2010).
Because some organic compounds absorb light at shorter wavelengths, the rate of change of attenuation at longer wavelengths (typically 660–950 nm) is usually used to calculate eBC, calibrated to EC
determined using thermal–optical analysis. Where instruments are capable of measuring at multiple
wavelengths, any absorption at shorter wavelengths (370–470 nm) over what would be expected for
the black carbon detected is ascribed to ""brown carbon"" (BrC). This can in turn be used to try to apportion the black carbon to different sources such as fossil fuel versus wood burning, the latter of which
has a higher BrC content (Sandradewi et al., 2008). BrC can also be measured through UV-Vis analysis
of solvated extracts (Wang et al., 2014).
The Single Particle Soot Photometer (SP2) is an online instrument that uses an active nearinfrared laser to selectively vaporize black carbon particles and the mass of ""refractory black carbon""
(rBC) can be determined on a per particle basis by observing the magnitude of incandescence as they
vaporize (Laborde et al., 2012; Schwarz et al., 2006). This instrument can provide quantitative rBC
number and mass concentrations in real time for testing models (Reddington et al., 2013). The SP2
has a lower cut-off of particles containing less than around 0.5 fg of rBC and an upper cutoff of around
1 pg of rBC where the detector either saturates or large particles are lost in the inlet system. Accuracy in
terms of mass is around 10%, although this may deteriorate if a large amount of rBC mass exists in very
small or very large particles. The instrument is also capable of inferring the overall size of particles
larger than approximately 150 nm diameter through detection of the light scattered as it enters the laser
beam, which can be used to infer mixing state and optical properties (Liu et al., 2017). It is also capable
of detecting iron oxides in dust particles (Section 9.1.3.2) as these also incandesce (Moteki et al., 2017).
9.1.3.4 Bio-particles
While data on organic carbon and specific molecules may indicate the presence of biological particles
such as bacteria, fungal spores, and pollen, for many purposes such as the study of ice cloud interactions
(Chapter 15), information on the precise nature of the particles such as biological species is needed.
Biological types can be determined through inspection of morphology in offline electron microscopy.
If enough sample is collected, biological assays such as culturing, gene sequencing, and omics-based
approaches can be used (Šantl-Temkiv et al., 2019). To avoid contamination and to maintain viable
cells, specialist sampling equipment is available such as spore traps and liquid impingers.
Online bio-aerosol detection is feasible by employing the principle of fluorescence. Instruments
include the Waveband Integrated Bioaerosol Sensor (WIBS) and Plair Rapid-C (Huffman et al., 2019).",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,389,"Chapter 9 Measurements of ambient aerosol properties
Particles are illuminated with ultraviolet light and emitted light at certain wavelengths is monitored,
corresponding to key molecules present in viable biological material. This multivariate data, along with
scattered light, can be used to deduce the nature of the particle using machine learning techniques,
noting that some nonbiological particles (e.g., those containing PAHs) are also capable of exhibiting
fluorescence. Some single particle mass spectrometers (Section 9.1.3.5) are also capable of detecting
bio-particles through analysis of mass spectral markers.
9.1.3.5 Aerosol mass spectrometry
The term ""aerosol mass spectrometer"" encompasses a range of instruments that use a form of mass
spectrometry to analyze particles online (Pratt and Prather, 2012). These instruments are by design
general purpose, although each technology has its own limitations, so they still do not represent a comprehensive characterization and are normally supplemented by other measurements.
The Aerodyne Aerosol Mass Spectrometer (AMS) works by continuously impacting particles on
a hot surface (600°C) under high vacuum and analyzing the vapors using electron ionization mass spectrometry (Canagaratna et al., 2007). The impaction is facilitated through the formation of a particle
beam by an aerodynamic lens, which is optimized for a certain aerodynamic size range; in its default
configuration, this is approximately 50–800 nm diameter, although a version able to detect particles up
to 2.5 μm is also available (Xu et al., 2017). The AMS in its standard configuration does not deliver data
on individual particles, but rather the overall ensemble. This includes quantitative mass concentration
data on the ""nonrefractory"" components such as the ammonium salts (sulfate, nitrate, chloride), sulfuric
acid and organic matter. The more refractory salts are not detected, so sulfate and chloride in sea salt
and nitrate in aged sea salt and dust are not measured. Data can be reported at a time frequency of
minutes or less with a detection limit of around 0.1 μg m3. By modulating the particle beam using
a chopper wheel, mass concentrations as a function of vacuum aerodynamic diameter can be delivered.
The AMS is also capable of quantifying organic particulate matter. While many organic molecules
will not directly vaporize at 600°C, the AMS will detect their pyrolysis products, so the overall mass
budget is conserved (Canagaratna et al., 2015). This, coupled with the high time resolution, has proved
valuable in constraining models of organic aerosol (Heald et al., 2011; Spracklen et al., 2011). Because
of the thermal vaporization, electron ionization, and lack of chemical separation, data on molecular
composition is not retained; however it is possible to obtain generalized metrics such as oxygen to carbon ratio (Aiken et al., 2008). It is also possible to separate the organic mass spectral data using Positive
Matrix Factorization, which can be used to quantify source contributions and chemical aging of secondary material ( Jimenez et al., 2009). However, while multiple types of oxygenated organic aerosol
are often reported by this analysis, such as “more oxygenated” and “less oxygenated,” these represent
the end points within a continuum of observed material within a given dataset and do not in themselves
represent discrete chemical types or are universally applicable to all datasets. That said, there are exceptions, such as detecting methane sulfonate or isoprene secondary organic aerosol (SOA) formed
through the IEPOX pathway (Hu et al., 2015; Zorn et al., 2008).
The Aerosol Chemical Speciation Monitor (ACSM) is a variant of the AMS that is optimized for
long-term monitoring (Fr€
ohlich et al., 2013; Ng et al., 2011). While less expensive and less labor intensive, this sacrifices sensitivity, so the time resolution is typically minutes, data on organic elemental
ratios is less accurate and less information is obtainable through factorization (Fr€ohlich et al., 2015).
Single-particle mass spectrometers vaporize and ionize individual particles with powerful laser
pulses to measure refractory components of particles (refractory carbon, sea salt, mineral dusts). These",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,390,"9.1 Measurement principles and instruments
instruments deliver mass spectra on a per-particle basis so they can also measure particle mixing state
(Murphy, 2007). Examples include the Aerosol Time of Flight Mass Spectrometer (ATOFMS), Single
Particle Aerosol Mass Spectrometer (SPAMS), Particle Analysis by Laser Mass Spectroscopy (PALMS)
and Laser Ablation of Aerosol Particles Time-of-Flight Mass Spectrometer (LAAP-TOF). They can deliver real-time data, but due to matrix effects during the ionization process, generating quantitative mass
concentration data is difficult (Hinz and Spengler, 2007). Most single particle mass spectrometers employ
aerodynamic lenses that limit particle detection to a given aerodynamic size range, specific to each instrument. An additional detection limit is imposed by the need to trigger the desorption laser, which entails the detection of scattered light from a continuous wave laser source. This typically means that it is
limited to particles of around 300 nm diameter or larger, although some instruments have been specifically tailored to the study of nanoparticles (Pennington and Johnston, 2012).
Depending on the specific instrument used, it is normally possible to deliver elemental composition,
some molecular information, and possibly mineral phase (Marsden et al., 2018). The abilities of the
technique to detect and qualitatively identify dust and bio-particles and resolve mixing state makes
it particularly useful for studying interactions between aerosol and mixed-phase clouds (Creamean
et al., 2013). Numerical clustering algorithms are typically used to classify particles according to their
mass spectra and generate time series of particle classes (Rebotier and Prather, 2007). Some instruments are also capable of sizing particles by either measuring the intensity of scattered light from
the trigger laser or measuring the internal velocity to infer vacuum aerodynamic diameter (Salt
et al., 1996). Due to complexities of the instrument and volume of data generated, this type of instrument is not well suited for long-term monitoring.
Soft ionization inlets are a third class of aerosol mass spectrometer that deliver a wealth of (principally organic) data with a high (less than 1 hour) time resolution on the near-molecular level. The data
can either be inspected for specific molecules or processed using a multivariate analysis such as factorization. Examples used with Chemical Ionization Mass Spectrometry (CIMS) include the semicontinuous Filter Inlet for Gases and Aerosols (FIGAERO-CIMS) (Lopez-Hilfiker et al., 2014) and
Chemical Analysis of Aerosol Online (CHARON) (Eichler et al., 2015). The Extractive Electrospray
Ionization (EESI-TOF) is another example of an online soft source (Lopez-Hilfiker et al., 2019).
9.1.4 Measuring new particle formation
New particle formation is an important phenomenon to characterize and understand in the Earth system
(Chapter 5) and techniques have been developed to study this specifically. Measurement of new particle formation presents major challenges owing to the small size of the initial clusters and the rapidly
growing particles.
New particle formation events cause large numbers of particles to be evident in CPC
(Section 9.1.3.3) and mobility particle size spectrometer (Section 9.1.3.4) data. However, these must
be unambiguously differentiated from other sources of ultrafine particles such as from combustion.
When observed using a mobility particle size spectrometer, new particle formation events often manifest as a mode of small particles of a size starting at (as a minimum) the 50% detection efficiency
diameter of the CPC used, which increases in mobility diameter over time, often to several tens of nanometers. This pseudo-linear growth within a moving air mass (Chapter 5) shows as a curve when plotted
on a logarithmic diameter axis (Fig. 9.3), giving rise to the term “banana plots.” Protocols exist for their",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,391,"Chapter 9 Measurements of ambient aerosol properties
Typical new particle formation and growth event, as measured with a variety of specialized instruments in a boreal
forest environment.
Reprinted by permission from Springer Nature: (Kulmala et al., 2012).
interpretation in terms of particle formation and growth rates (Kerminen et al., 2018; Kulmala
The initial clusters formed by nucleation are challenging to study due to their small size (around
1 nm diameter) but they can be detected using the CPC principle if the initial growth uses a different
working fluid such as diethylene glycol (Kangasluoma and Attoui, 2019; Vanhanen et al., 2011). A
device such as a Particle Size Magnifier (PSM) can grow nanometer-size particles to around 90 nm
for subsequent detection by a CPC. Mobility particle size spectrometers such as the Neutral cluster
and Air Ion Spectrometer (NAIS) and Symmetric Inclined Grid Mobility Analyzer (SIGMA) use a similar principle to the DMA, separating charged particles by their electrical mobility, and Faraday cup
aerosol electrometers to detect small clusters (Manninen et al., 2016; Tammet, 2011). It is also possible
to study the composition of homogeneously nucleating particles using a time-of-flight mass spectrometer equipped with an atmospheric pressure interface (APi-TOF), either studying charged clusters directly or after the chemical ionization of neutral clusters or gases (CI-APi-TOF) ( Jokinen et al., 2012;
Junninen et al., 2010). These have offered new insights into the nucleation process on a molecular level",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,392,"9.1 Measurement principles and instruments
9.1.5 Measuring aerosol particle optical properties
Particle optical properties are important for radiative transfer and also to assist in the inversion of remote
sensing data (Chapters 10 and 12) (Bohren and Huffman, 1998). The key in situ parameters are normally
expressed as Beer-Lambert coefficients (β) for a given wavelength, conventionally using units of Mm1
(inverse megameter) and are integrated through an atmospheric column to derive aerosol optical depth.
Secondary properties such as single scattering albedo (SSA) can be calculated from these and other parameters such as the per-particle cross sections and mass specific coefficients can be calculated when
combined with other data. Measurements at multiple wavelengths can be used to define the Ångstr€om
exponent and the approximate size of particles (Chapter 11). The measurements are normally with reference to filtered air, not a vacuum, so are strictly the particulate contribution to the optical properties, not
that of the overall aerosol, which should include the optical properties of the gases in the air.
The particle extinction coefficient (βext) can be determined directly using a high-finesse optical
cavity and measuring the ring-down time (the decay time of intensity) associated with a modulated
monochromatic light source (Langridge et al., 2011). This can also be manifested as a measured phase
shift on a square wave light source as used by the Aerodyne CAPS (Massoli et al., 2010). Depending on
the specific instrument, precisions of around 1 Mm1 on per-second data are possible and the accuracy
is generally taken to be very high, providing particles are consistently transmitted into the cavity.
The particle scattering coefficient (βsca) can be measured using an integrating nephelometer,
where particles are illuminated in a void and the scattered light over a defined solid angle is measured
(Heintzenberg et al., 2006). The total scattered light can be measured using an integrating sphere, as
used on the Aerodyne CAPS. Alternatively, scattering as a function of angle can be measured by using
multiple detectors as with the (now obsolete) TSI model 3563, or by sequentially illuminating different
areas of the void using a shutter, as with the Ecotech Aurora series. These are used to derive asymmetry
parameters used to model radiative transfer and remote sensing inversions (Andrews et al., 2006). A
fundamental limitation of this technique is that a detector cannot measure any scattering close to the
angle of incidence due to interference from the light source, which for particles much larger than the
wavelength, can be substantial. This is known as truncation and means that, in order to deliver an estimate of the true βsca, a correction must be performed based on a model of scattering, using data from a
collocated size distribution measurement or the wavelength and angle dependence of the signal.
The particle absorption coefficient (βabs) can be measured as the difference between βext and βsca,
but it is often desirable to be measured directly. This can be based on the attenuation through a filter as
described in Section 9.1.3.3, but quantitatively relating this to the true βabs is difficult owing to the
many complications associated with immobilizing the particles on a filter and transmitting light
through a filter medium (Bond et al., 1999; M€uller et al., 2011). However, while not the most accurate,
this technique is often desirable for monitoring due to its low cost and maintenance. The absorption
coefficient of particles can be measured in their aerosol form using photoacoustic spectrometry, where
an acoustic cavity and illuminated by a light source modulated at its resonant frequency and the
absorbed light energy (converted to heat) is detected as sound (Arnott et al., 2003; Lack et al.,
2012). Commercial versions of this include the DMT PAX, which also includes an inbuilt
nephelometer. A related technique is photothermal interferometry, where the absorbed light energy
is measured as changes to the surrounding air’s refractive index (Sedlacek and Lee, 2007). These techniques are capable of delivering data on a time resolution of seconds, however the measurement",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,393,"Chapter 9 Measurements of ambient aerosol properties
precision of βabs is generally quite low (around 1–10 Mm1), so atmospheric data must normally be
averaged to minutes or even hours, depending on the concentration.
9.1.6 Measuring water interactions
How particles interact with water vapor is crucial to understanding their effects on climate. Uptake of
water by particles increases their size, thereby affecting their optical properties (and thus radiative effects) and their ability to form cloud particles. Measurements of the particle–water interactions described below can be related to chemical composition using complex fundamental models or
simplified parameterizations such as κ-K€
ohler, depending on the application (Chapter 5).
The hygroscopic growth factor (the amount by which particles geometrically grow between two
defined relative humidities) can be measured using a hygroscopicity tandem differential mobility analyzer (HTDMA). Particles are selected by a DMA (Section 9.1.3.4) according to size at a low humidity
(typically RH <30%), conditioned to a higher humidity (typically 90%), sized by a second DMA before being counted by a CPC (Duplissy et al., 2009). By scanning both DMAs over the course of around
an hour, the ""growth factor"" or g(RH) can be calculated as the ratio of mobility diameters. The precision
of the reported g(RH) values is around 0.1 (Cubison et al., 2005). Some instruments are also capable of
scanning the RH of the second DMA, allowing the g(RH) to be calculated as a function of RH, which is
known as a humidogram, although this typically takes several hours to generate.
The effect of humidity on the optical properties, known as f(RH), can be determined by parallel
optical measurements at a dry humidity and at a higher humidity, e.g., with cavity ringdown or nephelometers (Langridge et al., 2011; Quinn et al., 2005). It is not possible to use photoacoustic or photothermal measurements of βabs in this manner due to artifacts caused by the water’s latent heat of vaporization.
While the f(RH) of absorption can be calculated from f(RH) measurements of extinction and scattering,
this can be inaccurate because of scattering biases associated with truncation (Section 9.1.5).
Cloud condensation nuclei (CCN) concentrations can be measured using CCN counters (CCNC,
or sometimes simply CCN) by subjecting particles to a given supersaturation and detecting activated
particles using an optical particle counter (Roberts and Nenes, 2005). Supersaturated conditions are
created by heating a wetted surface in either a parallel plate or cylindrical configuration and exploiting
the fact that water vapor diffuses faster than heat in air, creating a supersaturated vapor front. This can
deliver the number concentration of potential CCN at a given supersaturation (from around 0.07% upwards, selected by controlling the temperatures). When operated downstream of a scanning DMA
(Section 9.1.3.4), size-resolved CCN number concentrations can be obtained, which in turn can be converted to the critical diameter for a given supersaturation or critical supersaturation for a given diameter
(Paramonov et al., 2015; Whitehead et al., 2014)—Chapter 12. Ice-nucleating particles (INP) can also
be detected using a similar principle (DeMott et al., 2017), although this is technically more challenging. INP can also be measured offline, by chilling particles immobilized on an impaction surface and
observing ice phenomena (see Chapter 15).
9.2 Conducting ambient measurements
In addition to the measurement technology itself, consideration must also be paid to the way in which
the measurements are conducted, some of which will be informed by the science needs as much as the
measurement itself. Instruments must be calibrated and operated according to the manufacturer’s",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,394,"9.2 Conducting ambient measurements
specification and ideally benchmarked against equivalents (Wiedensohler et al., 2018). This section
summarizes the practical implications but for the in-depth theory, the reader is directed to Kulkarni
et al. (2011), Hinds (1999) and Vincent (2007). The reader is also directed to the formal Global Atmospheric Watch (GAW) specification for aerosol measurement (WMO, 2016).
As almost all aerosol measurements entail introducing the sample into an instrument or sample medium, they must utilize some means of transferring the air to the instrument, particularly if the instrument is located some distance away from the sampling point (e.g., at the bottom of a sampling tower).
For the purposes of this discussion, the sampling point refers to the location where the air is draw in, the
inlet a device that facilitates the air sampling, and the line refers to the intervening tubing between the
inlet and the instrument.
9.2.1 Sampling points and inlets
When making ground-based measurements (Section 9.2.3) for climate-motivated studies, the sampling
point is typically located at a height of around 5–30 m to avoid any influences of the immediate vicinity
and provide a clear fetch in all directions, so is usually located on a building roof, or on a mast or tower
(Fig. 9.4). Note that sampling points for air quality monitoring tend to be lower to better represent human exposure. Sampling equipment that has no line (e.g., certain models of high-volume sampler) are
often located on elevated platforms or roofs, or generally away from buildings, trees or other obstructions and sources.
Example of a mobile laboratory deployment designed for aerosol sampling. Image courtesy of Keith Bower,
University of Manchester.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
Aerosols_and_Climate.pdf,395,"Chapter 9 Measurements of ambient aerosol properties
The function of an inlet is to ensure that particles of a defined size range are transmitted to an instrument or sampler. A common example in air quality science is the PM2.5 metric, which is designed to
represent the mass concentration of particulate matter that can penetrate to the alveolar region of the
lungs. This is performed by using a certified impactor or cyclone that removes larger particles, with the
cut point (defined as where particles are transmitted at 50% efficiency) at da ¼ 2.5 μm (Noble et al.,
2001). However, inlets such as PM10 are still used even when not explicitly required (e.g., when making
particle number size distribution measurements) to prevent the sampling of larger particles, which may
clog the instruments or otherwise perturb the measurement. If a size-selective cyclone or impactor is
not used, an inlet should still be shielded from rain and a mesh screen is often used to prevent insect
There are also special inlets designed to measure the particles that are left behind when cloud droplets are dried out (the residuals), for example counterflow virtual impactors (CVI) (Shingler et al.,
2012). These direct air flow at an inlet that is being supplied with particle-free air from the side such
that the air is stagnant at the tip. Cloud particles, because of their inertia, will pass through the stagnant
zone and dry out. The residuals can then be analyzed as normal aerosol particles.
9.2.2 Sampling lines and losses
Aerosol particles in a line are subject to undesirable loss mechanisms, namely electrostatic, diffusion,
impaction, and gravitational settling. The effect of the losses can be determined empirically by comparing the particle number size distribution measurements with and without the line, or through modeling. While well-established models exist for most of the processes (e.g., von der Weiden et al., 2009),
electrostatic precipitation, thermophoresis (particle migration due to temperature gradients) and flow
splits are hard to predict, so empirical calibration is also desirable (e.g., Birmili et al., 2007). An example of a comparison of modeled and measured line transmission curves is shown in Fig. 9.5.
Comparison of measured and modeled aerosol particle transmission as a function of size for a 300 m inlet line
designed for a tall tower set-up.
From Birmili et al. (2007) with permission.",https://drive.google.com/link/to/Aerosols_and_Climate.pdf
